scan_id,Dice_ET,Dice_TC,Dice_WT,Hausdorff95_ET,Hausdorff95_TC,Hausdorff95_WT,Sensitivity_ET,Sensitivity_TC,Sensitivity_WT,Specificity_ET,Specificity_TC,Specificity_WT
00323,0.979691,0.989158,0.9360040000000001,1.0,1.0,1.4142139999999999,0.969759,0.9863280000000001,0.949047,0.9999969999999999,0.9999969999999999,0.999791
00333,0.900227,0.9616399999999999,0.93,1.0,1.4142139999999999,2.828427,0.926622,0.95945,0.8996639999999999,0.999661,0.999849,0.999685
00335,0.9750620000000001,0.987308,0.987907,1.0,1.0,1.0,0.975814,0.9827610000000001,0.9942629999999999,0.999776,0.999916,0.9997020000000001
00337,0.580048,0.915858,0.889791,2.0,2.44949,3.0,0.606793,0.901739,0.854944,0.9991610000000001,0.9996280000000001,0.9993129999999999
00355,0.978894,0.992107,0.986516,1.0,1.0,1.0,0.9723790000000001,0.988763,0.9899889999999999,0.9999899999999999,0.9999959999999999,0.999977
00372,0.9845729999999999,0.9803709999999999,0.9782379999999999,1.0,1.0,1.0,0.9886719999999999,0.990491,0.9737819999999999,0.999926,0.9998790000000001,0.999866
00381,0.9269540000000001,0.961248,0.962951,1.7320509999999998,1.4142139999999999,1.0,0.897051,0.935624,0.9722360000000001,0.999935,0.9999790000000001,0.9998319999999999
00384,0.8611790000000001,0.935416,0.923618,1.0,1.4142139999999999,3.605551,0.8471489999999999,0.939126,0.955952,0.999916,0.999916,0.9993879999999999
00422,0.935391,0.954749,0.9736040000000001,1.0,3.0,1.4142139999999999,0.9393739999999999,0.938325,0.978497,0.999783,0.9998100000000001,0.999366
00428,0.965184,0.985714,0.9806,1.0,1.4142139999999999,1.4142139999999999,0.968693,0.993592,0.9895370000000001,0.999817,0.999828,0.999394
00434,0.926452,0.933328,0.9495809999999999,1.4142139999999999,1.7320509999999998,1.4142139999999999,0.988878,0.9116770000000001,0.968173,0.999735,0.9998879999999999,0.9995129999999999
00438,0.838052,0.840678,0.962266,30.522119,30.522119,1.0,0.840909,0.845455,0.984512,0.999992,0.999992,0.999692
00447,0.9612139999999999,0.97309,0.9787370000000001,1.0,1.4142139999999999,1.0,0.960899,0.987166,0.9944700000000001,0.999835,0.9997389999999999,0.999342
00450,0.880237,0.9534870000000001,0.9875450000000001,1.4142139999999999,2.0,1.0,0.837139,0.9597040000000001,0.9824950000000001,0.9998870000000001,0.999806,0.999878
00458,0.977405,0.987561,0.980369,1.0,1.0,1.0,0.9751770000000001,0.988569,0.991333,0.9999549999999999,0.9999629999999999,0.999825
00460,0.9536450000000001,0.97972,0.9516969999999999,1.0,1.0,4.582576,0.93747,0.9703930000000001,0.914014,0.999814,0.9999049999999999,0.99982
00462,0.894335,0.972159,0.938564,1.3313709999999999,1.0,3.1622779999999997,0.886237,0.972356,0.9792629999999999,0.999884,0.9999459999999999,0.9994790000000001
00463,0.940319,0.970885,0.95485,1.0,1.0,2.236068,0.911538,0.9553959999999999,0.950684,0.999916,0.999941,0.999315
00467,0.804334,0.94386,0.8733299999999999,2.236068,1.4142139999999999,3.0,0.8480120000000001,0.894962,0.779311,0.999798,0.9999979999999999,0.999986
00474,0.55203,0.779001,0.974931,7.874008,5.0,1.0,0.38459,0.67948,0.9637379999999999,0.9999790000000001,0.999833,0.999791
00489,0.919464,0.951883,0.958683,1.0,1.4142139999999999,1.4142139999999999,0.864455,0.9126780000000001,0.94105,0.9999600000000001,0.999984,0.9995860000000001
00492,0.9350809999999999,0.9751620000000001,0.950586,1.0,1.0,2.0,0.911932,0.955785,0.9389860000000001,0.999883,0.999976,0.9994379999999999
00503,0.8882629999999999,0.9313379999999999,0.884827,1.4142139999999999,2.236068,4.242641000000001,0.839117,0.880376,0.814153,0.999923,0.99998,0.99984
00521,0.7970689999999999,0.603626,0.913782,5.385165,8.485281,4.0,0.8760979999999999,0.906854,0.9797399999999999,0.999877,0.9995799999999999,0.998289
00535,0.928875,0.945651,0.8719540000000001,1.0,1.4142139999999999,5.0,0.980416,0.9883299999999999,0.784287,0.999928,0.9999370000000001,0.999885
00553,0.930262,0.9694370000000001,0.944153,1.0,1.0,2.236068,0.884761,0.955089,0.959741,0.999944,0.9999309999999999,0.998742
00560,0.7629670000000001,0.9161959999999999,0.5727760000000001,2.236068,1.7320509999999998,11.18034,0.62626,0.8552,0.406783,0.9999809999999999,0.99998,0.999908
00573,0.9208049999999999,0.9650690000000001,0.96906,1.0,1.0,1.0,0.9128290000000001,0.9678559999999999,0.9762129999999999,0.9999290000000001,0.9999370000000001,0.999798
00585,0.949574,0.97515,0.976404,1.0,1.4142139999999999,1.0,0.9224120000000001,0.9562139999999999,0.96505,0.9998610000000001,0.999948,0.999816
00592,0.935873,0.967511,0.9691110000000001,1.0,1.4142139999999999,1.4142139999999999,0.906708,0.944576,0.9585379999999999,0.99979,0.9999110000000001,0.999618
00595,0.9497180000000001,0.956916,0.968412,1.248528,2.44949,1.0,0.9727979999999999,0.987884,0.990477,0.999834,0.999815,0.999207
00603,0.969577,0.9677479999999999,0.9717399999999999,1.0,1.0,1.0,0.95757,0.970403,0.99634,0.9999790000000001,0.999956,0.999286
