BraTS21ID,Model,Channels,Tumor regions,Dice score
BraTS2021_00481,nnUnet,4 channels,WT,0.9596383571624756
BraTS2021_00211,nnUnet,4 channels,WT,0.9857242107391357
BraTS2021_01297,nnUnet,4 channels,WT,0.7815279960632324
BraTS2021_01618,nnUnet,4 channels,WT,0.983405590057373
BraTS2021_01177,nnUnet,4 channels,WT,0.8688445687294006
BraTS2021_01664,nnUnet,4 channels,WT,0.9563553929328918
BraTS2021_00550,nnUnet,4 channels,WT,0.8079769611358643
BraTS2021_00596,nnUnet,4 channels,WT,0.9704052209854126
BraTS2021_00504,nnUnet,4 channels,WT,0.9697339534759521
BraTS2021_00663,nnUnet,4 channels,WT,0.9738513231277466
BraTS2021_01192,nnUnet,4 channels,WT,0.9539822936058044
BraTS2021_00395,nnUnet,4 channels,WT,0.9716095328330994
BraTS2021_01198,nnUnet,4 channels,WT,0.9231542348861694
BraTS2021_00548,nnUnet,4 channels,WT,0.9332812428474426
BraTS2021_01613,nnUnet,4 channels,WT,0.9784133434295654
BraTS2021_00834,nnUnet,4 channels,WT,0.8762946128845215
BraTS2021_01402,nnUnet,4 channels,WT,0.9639532566070557
BraTS2021_01184,nnUnet,4 channels,WT,0.8008255362510681
BraTS2021_01416,nnUnet,4 channels,WT,0.9084780216217041
BraTS2021_00468,nnUnet,4 channels,WT,0.8192654252052307
BraTS2021_01494,nnUnet,4 channels,WT,0.9491158127784729
BraTS2021_01217,nnUnet,4 channels,WT,0.9189964532852173
BraTS2021_01315,nnUnet,4 channels,WT,0.9719289541244507
BraTS2021_01218,nnUnet,4 channels,WT,0.759414553642273
BraTS2021_00364,nnUnet,4 channels,WT,0.9850388169288635
BraTS2021_01171,nnUnet,4 channels,WT,0.9561195373535156
BraTS2021_00371,nnUnet,4 channels,WT,0.9728428721427917
BraTS2021_01375,nnUnet,4 channels,WT,0.9416085481643677
BraTS2021_00243,nnUnet,4 channels,WT,0.9517225623130798
BraTS2021_01383,nnUnet,4 channels,WT,0.927199125289917
BraTS2021_01321,nnUnet,4 channels,WT,0.9841681718826294
BraTS2021_01132,nnUnet,4 channels,WT,0.9274196624755859
BraTS2021_01662,nnUnet,4 channels,WT,0.9711167812347412
BraTS2021_00724,nnUnet,4 channels,WT,0.9634426832199097
BraTS2021_01654,nnUnet,4 channels,WT,0.9714975357055664
BraTS2021_01319,nnUnet,4 channels,WT,0.9551552534103394
BraTS2021_00294,nnUnet,4 channels,WT,0.9877636432647705
BraTS2021_01127,nnUnet,4 channels,WT,0.9684104323387146
BraTS2021_00369,nnUnet,4 channels,WT,0.9858811497688293
BraTS2021_00407,nnUnet,4 channels,WT,0.93117755651474
BraTS2021_01477,nnUnet,4 channels,WT,0.9558799266815186
BraTS2021_00518,nnUnet,4 channels,WT,0.9305543303489685
BraTS2021_00339,nnUnet,4 channels,WT,0.9808437824249268
BraTS2021_01106,nnUnet,4 channels,WT,0.8712173700332642
BraTS2021_01543,nnUnet,4 channels,WT,0.9670390486717224
BraTS2021_00131,nnUnet,4 channels,WT,0.9526214599609375
BraTS2021_01360,nnUnet,4 channels,WT,0.964108943939209
BraTS2021_01252,nnUnet,4 channels,WT,0.8835550546646118
BraTS2021_01150,nnUnet,4 channels,WT,0.8119327425956726
BraTS2021_01305,nnUnet,4 channels,WT,0.9810535907745361
BraTS2021_00432,nnUnet,4 channels,WT,0.9132719039916992
BraTS2021_00626,nnUnet,4 channels,WT,0.9255945682525635
BraTS2021_00043,nnUnet,4 channels,WT,0.979467511177063
BraTS2021_00808,nnUnet,4 channels,WT,0.9779670238494873
BraTS2021_01211,nnUnet,4 channels,WT,0.9012296199798584
BraTS2021_01312,nnUnet,4 channels,WT,0.9815628528594971
BraTS2021_00679,nnUnet,4 channels,WT,0.9697213172912598
BraTS2021_00273,nnUnet,4 channels,WT,0.973000705242157
BraTS2021_00406,nnUnet,4 channels,WT,0.9551841020584106
BraTS2021_00764,nnUnet,4 channels,WT,0.7803211808204651
BraTS2021_01180,nnUnet,4 channels,WT,0.935188353061676
BraTS2021_01077,nnUnet,4 channels,WT,0.7167576551437378
BraTS2021_01301,nnUnet,4 channels,WT,0.9053600430488586
BraTS2021_00576,nnUnet,4 channels,WT,0.9324084520339966
BraTS2021_01580,nnUnet,4 channels,WT,0.9235328435897827
BraTS2021_00077,nnUnet,4 channels,WT,0.9266703128814697
BraTS2021_01631,nnUnet,4 channels,WT,0.9213567972183228
BraTS2021_01656,nnUnet,4 channels,WT,0.9660778641700745
BraTS2021_01000,nnUnet,4 channels,WT,0.961935818195343
BraTS2021_01620,nnUnet,4 channels,WT,0.9357466101646423
BraTS2021_00496,nnUnet,4 channels,WT,0.6423473954200745
BraTS2021_00567,nnUnet,4 channels,WT,0.922487199306488
BraTS2021_00485,nnUnet,4 channels,WT,0.815020740032196
BraTS2021_00494,nnUnet,4 channels,WT,0.7126088738441467
BraTS2021_01644,nnUnet,4 channels,WT,0.9274402260780334
BraTS2021_00116,nnUnet,4 channels,WT,0.9297986030578613
BraTS2021_00479,nnUnet,4 channels,WT,0.9443134069442749
BraTS2021_01046,nnUnet,4 channels,WT,0.9691842198371887
BraTS2021_01636,nnUnet,4 channels,ET,0.45945683121681213
BraTS2021_00481,nnUnet,4 channels,ET,0.8976920247077942
BraTS2021_00211,nnUnet,4 channels,ET,0.9451555013656616
BraTS2021_01297,nnUnet,4 channels,ET,0.8188090920448303
BraTS2021_01618,nnUnet,4 channels,ET,0.9386382699012756
BraTS2021_01177,nnUnet,4 channels,ET,0.9405089616775513
BraTS2021_01664,nnUnet,4 channels,ET,0.45347070693969727
BraTS2021_00550,nnUnet,4 channels,ET,0.8005059361457825
BraTS2021_00596,nnUnet,4 channels,ET,0.9010510444641113
BraTS2021_00504,nnUnet,4 channels,ET,0.8497323989868164
BraTS2021_00663,nnUnet,4 channels,ET,0.9610922336578369
BraTS2021_01192,nnUnet,4 channels,ET,0.25897014141082764
BraTS2021_00395,nnUnet,4 channels,ET,0.9450549483299255
BraTS2021_01198,nnUnet,4 channels,ET,0.8789995312690735
BraTS2021_00548,nnUnet,4 channels,ET,0.9266989827156067
BraTS2021_01613,nnUnet,4 channels,ET,0.9631965160369873
BraTS2021_00834,nnUnet,4 channels,ET,0.9437837600708008
BraTS2021_01402,nnUnet,4 channels,ET,0.9580411911010742
BraTS2021_01184,nnUnet,4 channels,ET,0.8758649826049805
BraTS2021_01416,nnUnet,4 channels,ET,0.8756693601608276
BraTS2021_00468,nnUnet,4 channels,ET,0.8055000901222229
BraTS2021_01494,nnUnet,4 channels,ET,0.0
BraTS2021_01217,nnUnet,4 channels,ET,0.8459218144416809
BraTS2021_01315,nnUnet,4 channels,ET,0.8843339085578918
BraTS2021_01218,nnUnet,4 channels,ET,0.8157826066017151
BraTS2021_00364,nnUnet,4 channels,ET,0.9615820646286011
BraTS2021_01171,nnUnet,4 channels,ET,0.9530034065246582
BraTS2021_00371,nnUnet,4 channels,ET,0.9181786775588989
BraTS2021_01375,nnUnet,4 channels,ET,0.9342027306556702
BraTS2021_00243,nnUnet,4 channels,ET,0.7726954817771912
BraTS2021_01383,nnUnet,4 channels,ET,0.9466536045074463
BraTS2021_01321,nnUnet,4 channels,ET,0.9630252718925476
BraTS2021_01132,nnUnet,4 channels,ET,0.9732441306114197
BraTS2021_01662,nnUnet,4 channels,ET,0.9476116299629211
BraTS2021_00724,nnUnet,4 channels,ET,0.9232986569404602
BraTS2021_01654,nnUnet,4 channels,ET,0.9563971757888794
BraTS2021_01319,nnUnet,4 channels,ET,0.9467719197273254
BraTS2021_00294,nnUnet,4 channels,ET,0.8981090188026428
BraTS2021_01127,nnUnet,4 channels,ET,0.921079695224762
BraTS2021_00369,nnUnet,4 channels,ET,0.8920120000839233
BraTS2021_00407,nnUnet,4 channels,ET,0.879557192325592
BraTS2021_01477,nnUnet,4 channels,ET,0.0
BraTS2021_00518,nnUnet,4 channels,ET,0.7363825440406799
BraTS2021_00339,nnUnet,4 channels,ET,0.9598534107208252
BraTS2021_01106,nnUnet,4 channels,ET,0.9140342473983765
BraTS2021_01543,nnUnet,4 channels,ET,0.9671171307563782
BraTS2021_00131,nnUnet,4 channels,ET,0.8895953297615051
BraTS2021_01360,nnUnet,4 channels,ET,0.9515786170959473
BraTS2021_01252,nnUnet,4 channels,ET,0.7706118822097778
BraTS2021_01150,nnUnet,4 channels,ET,0.7911419868469238
BraTS2021_01305,nnUnet,4 channels,ET,0.9772130250930786
BraTS2021_00432,nnUnet,4 channels,ET,0.8159895539283752
BraTS2021_00626,nnUnet,4 channels,ET,0.940443754196167
BraTS2021_00043,nnUnet,4 channels,ET,0.42438143491744995
BraTS2021_00808,nnUnet,4 channels,ET,0.892188549041748
BraTS2021_01211,nnUnet,4 channels,ET,0.7966006398200989
BraTS2021_01312,nnUnet,4 channels,ET,0.9474197030067444
BraTS2021_00679,nnUnet,4 channels,ET,0.7804309725761414
BraTS2021_00273,nnUnet,4 channels,ET,0.9366374015808105
BraTS2021_00406,nnUnet,4 channels,ET,0.9492297768592834
BraTS2021_00764,nnUnet,4 channels,ET,0.8705299496650696
BraTS2021_01180,nnUnet,4 channels,ET,0.9051092267036438
BraTS2021_01077,nnUnet,4 channels,ET,0.0
BraTS2021_01301,nnUnet,4 channels,ET,0.9412084817886353
BraTS2021_00576,nnUnet,4 channels,ET,0.6783944964408875
BraTS2021_01580,nnUnet,4 channels,ET,0.9549155235290527
BraTS2021_00077,nnUnet,4 channels,ET,0.9288339018821716
BraTS2021_01631,nnUnet,4 channels,ET,0.9310131669044495
BraTS2021_01656,nnUnet,4 channels,ET,0.7084130048751831
BraTS2021_01000,nnUnet,4 channels,ET,0.9301385283470154
BraTS2021_01620,nnUnet,4 channels,ET,0.9719414114952087
BraTS2021_00496,nnUnet,4 channels,ET,0.9081325531005859
BraTS2021_00567,nnUnet,4 channels,ET,0.8904004693031311
BraTS2021_00485,nnUnet,4 channels,ET,0.5538353323936462
BraTS2021_00494,nnUnet,4 channels,ET,0.9367520809173584
BraTS2021_01644,nnUnet,4 channels,ET,0.9628339409828186
BraTS2021_00116,nnUnet,4 channels,ET,0.7305286526679993
BraTS2021_00479,nnUnet,4 channels,ET,0.9448647499084473
BraTS2021_01046,nnUnet,4 channels,ET,0.957755446434021
